response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_this_year,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_this_year,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,feel_better_remote,more_active_remote,feel_better_in_person,policy_sentiment,year
143,1990,Male,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,80%,100% - I spent all of my time remote working,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,100% - All of my time,80%,Somewhat likely,Neither unlikely or likely,Somewhat likely,I’m 20% more productive when working remotely,3.0,7.0,7.0,,1.0,7.0,7.0,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,2021
144,1999,Female,Retail Trade,Machinery operators and drivers - Storepersons,More than 200,No,Couple with no dependent children,Between 6 and 12 months,Metro,20%,I would not have preferred to work remotely,Less than 10% of my time,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Very unlikely,Very unlikely,I’m 50% less productive when working remotely (or worse),1.5,5.0,2.0,5.5,0.0,5.0,7.0,2.0,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither positive nor negative,2021
145,1983,Male,Education and Training,Managers - Specialist Managers,Between 20 and 199,Yes,Couple with dependent children,Between 6 and 12 months,Metro,100% - I spent all of my time remote working,100% - All of my time,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Somewhat likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,1.0,8.0,3.0,4.0,0.5,8.5,4.0,3.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Positive,2021
146,1995,Female,"Rental, Hiring and Real Estate",Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,40%,80%,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,40%,Somewhat likely,Neither unlikely or likely,Neither unlikely or likely,I’m 30% less productive when working remotely,2.0,8.0,4.0,3.0,0.5,8.0,3.0,5.5,Strongly agree,Strongly disagree,Somewhat agree,Somewhat Positive,2021
147,1988,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,60%,60%,Less than 10% of my time,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,50% - About half of my time,50% - About half of my time,Very unlikely,Very unlikely,Very unlikely,I’m 30% more productive when working remotely,2.0,8.0,4.0,4.0,0.5,8.0,2.5,5.0,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Negative,2021
148,1989,Female,Construction,Labourers - Construction and Mining Labourers,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Metro,40%,50% - About half of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30%,80%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,8.0,1.0,5.0,1.0,8.0,1.0,6.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,2021
149,1992,Male,Retail Trade,Managers - Specialist Managers,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,10%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Somewhat likely,Somewhat likely,Somewhat likely,I’m 20% more productive when working remotely,2.0,8.0,2.0,4.0,0.0,8.0,3.0,5.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
150,1991,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,70%,100% - All of my time,30%,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,70%,70%,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 30% more productive when working remotely,2.0,8.0,5.0,1.0,0.0,8.0,5.0,3.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,2021
151,1990,Female,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,80%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,70%,100% - All of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 50% more productive when working remotely (or more),2.0,8.0,4.0,2.0,2.0,8.0,4.0,3.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
152,1992,Female,Construction,Clerical and administrative workers - Office Managers and Program Administrators,Between 5 and 19,No,Couple with dependent children,More than 5 years,Regional,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,60%,50% - About half of my time,Somewhat likely,Somewhat likely,Very likely,I’m 40% more productive when working remotely,1.0,5.0,4.0,4.0,1.0,6.0,3.0,4.0,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
153,1979,Male,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",Between 20 and 199,No,Couple with dependent children,More than 5 years,Metro,80%,100% - All of my time,80%,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,80%,80%,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,I’m 20% more productive when working remotely,3.0,8.0,2.0,3.0,0.0,10.0,4.0,2.0,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,2021
154,1990,Male,Retail Trade,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,30%,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,20%,20%,Neither unlikely or likely,Somewhat likely,Very likely,I’m 30% more productive when working remotely,4.0,6.0,4.0,2.0,6.0,8.0,2.0,4.0,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,2021
155,1982,Female,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Couple with dependent children,More than 5 years,Metro,30%,30%,20%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,30%,30%,Neither unlikely or likely,Somewhat likely,Somewhat unlikely,I’m 10% more productive when working remotely,3.0,8.0,1.0,3.0,0.5,8.0,1.5,5.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
156,1980,Male,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,10%,30%,20%,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,20%,20%,Somewhat likely,Somewhat likely,Neither unlikely or likely,I’m 10% more productive when working remotely,4.0,5.0,6.0,3.0,3.0,10.0,6.0,3.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,2021
157,1990,Male,Retail Trade,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,30%,20%,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,30%,40%,Very likely,Very likely,Somewhat likely,I’m 40% more productive when working remotely,8.0,4.0,3.0,4.0,5.0,4.0,5.0,7.0,Somewhat agree,Somewhat agree,Strongly agree,Somewhat Positive,2021
158,1999,Female,Retail Trade,"Managers - Hospitality, Retail and Service Managers",More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Regional,Rarely or never,Less than 10% of my time,Rarely or never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,I would prefer not to work remotely,Very unlikely,Very unlikely,Very unlikely,I’m 10% less productive when working remotely,0.25,10.0,2.5,3.5,0.0,10.0,2.5,2.5,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither positive nor negative,2021
159,1994,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,40%,40%,40%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,30%,30%,Neither unlikely or likely,Somewhat likely,Somewhat unlikely,I’m 40% more productive when working remotely,2.0,8.0,3.0,2.0,0.0,6.0,5.0,4.0,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
160,1985,Male,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,40%,40%,20%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,20%,I would prefer not to work remotely,Very likely,Very likely,Very likely,I’m 30% more productive when working remotely,1.0,8.0,3.0,5.0,0.0,8.0,3.0,4.0,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,2021
161,1977,Male,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,No,Single person,More than 5 years,Metro,60%,60%,50% - I spent about half of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,40%,Neither unlikely or likely,Somewhat likely,Very likely,I’m 40% more productive when working remotely,2.0,7.0,1.0,5.0,0.0,5.0,1.0,11.0,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat Positive,2021
162,1994,Female,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional,30%,50% - About half of my time,40%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,70%,30%,Very unlikely,Very unlikely,Very unlikely,I’m 50% more productive when working remotely (or more),2.0,8.0,3.0,2.0,0.5,8.0,3.0,3.5,Strongly agree,Strongly agree,Somewhat agree,Somewhat Negative,2021
163,1984,Female,Arts and Recreation,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,No,Group household,Between 1 and 5 years,Metro,10%,20%,10%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,10%,Somewhat unlikely,Very unlikely,Somewhat unlikely,I’m 20% more productive when working remotely,5.0,10.0,5.0,2.0,10.0,4.0,5.0,5.0,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
164,1984,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,2.0,8.0,2.0,4.0,0.0,8.0,4.0,4.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
165,1994,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,40%,60%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,40%,20%,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,I’m 10% less productive when working remotely,2.5,10.0,1.5,2.0,0.5,11.0,1.5,3.0,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Positive,2021
166,1995,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Yes,Couple with no dependent children,Between 6 and 12 months,Metro,30%,60%,50% - I spent about half of my time remote working,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,60%,50% - About half of my time,Very likely,Somewhat likely,Very likely,I’m 50% more productive when working remotely (or more),2.0,6.0,0.0,2.0,2.0,7.0,2.0,7.0,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,2021
167,1995,Male,Construction,Technicians and trades workers - Construction Trades Workers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,2.0,10.0,2.0,3.0,0.0,10.0,2.0,5.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,2021
168,1990,Female,Information Media and Telecommunications,Sales workers - Sales Support Workers,More than 200,No,Couple with dependent children,More than 5 years,Metro,30%,60%,40%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,40%,40%,Somewhat likely,Somewhat likely,Very likely,I’m 30% less productive when working remotely,1.5,8.0,2.0,3.5,0.0,6.0,5.0,3.0,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat Positive,2021
169,1987,Male,Arts and Recreation,Managers - Specialist Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,30%,60%,20%,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,60%,60%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 20% more productive when working remotely,1.0,8.0,3.0,3.0,0.5,8.0,4.0,4.0,Strongly agree,Strongly agree,Somewhat agree,Somewhat Positive,2021
170,1973,Male,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Single person,More than 5 years,Metro,20%,40%,30%,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,20%,20%,Somewhat likely,Somewhat likely,Somewhat unlikely,I’m 40% less productive when working remotely,2.0,8.0,0.0,7.0,0.0,8.0,0.0,9.0,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat Positive,2021
