response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_last_3months,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_last_3months,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,year
187,1970,Female,Health Care and Social Assistance,Clerical and administrative ,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,50% - I spent about half of my time remote working,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,50% - About half of my time,20%,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,I’m 20% less productive when working remotely,0.75,7.0,3.0,2.0,0.0,5.0,2.0,5.0,2020
188,1981,Female,Education and Training,Professionals,More than 200,No,Couple with dependent children,More than 5 years,Regional,Rarely or never ,I would not have preferred to work remotely ,20%,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Neither agree nor disagree,Strongly agree,Strongly disagree,I’m 10% less productive when working remotely,0.5,6.0,4.0,2.0,0.0,4.0,6.0,6.0,2020
189,1990,Female,Other Services,Labourers,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Regional,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,50% - About half of my time,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,I’m 50% more productive when working remotely (or more),1.0,6.0,3.0,2.0,1.0,7.0,5.0,11.0,2020
190,1992,Female,Health Care and Social Assistance,Managers,More than 200,Yes,Single person,Between 1 and 5 years,Regional,30%,70%,70%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,70%,Somewhat agree,Strongly agree,Strongly agree,I’m 30% more productive when working remotely,1.0,6.0,0.0,0.0,0.5,7.0,1.0,0.0,2020
191,1983,Male,Manufacturing,Managers,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional,30%,I would not have preferred to work remotely ,30%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Somewhat agree,Neither agree nor disagree,Somewhat disagree,I’m 20% less productive when working remotely,1.0,8.0,6.0,4.0,1.0,7.0,6.0,6.0,2020
192,1986,Female,Health Care and Social Assistance,Community and personal service ,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Regional,60%,40%,Rarely or never ,,,,,,20%,30%,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,I’m 30% more productive when working remotely,2.0,9.0,5.0,5.0,4.0,12.0,2.0,2.0,2020
193,1969,Female,Health Care and Social Assistance,Managers,I am the only employee,No,Couple with no dependent children,More than 5 years,Regional,50% - I spent about half of my time remote working,80%,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),1.0,2.0,5.0,3.0,0.5,4.0,5.0,1.0,2020
194,1963,Female,Other Services,Clerical and administrative ,More than 200,No,One  parent family with dependent children,Between 1 and 5 years,Regional,Less than 10% of my time,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Strongly disagree,Strongly disagree,Strongly disagree,I’m 50% more productive when working remotely (or more),2.5,8.5,10.0,3.0,0.0,9.0,10.0,5.0,2020
195,1975,Female,Education and Training,Clerical and administrative ,More than 200,No,Single person,More than 5 years,Regional,Rarely or never ,50% - About half of my time,90%,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,70%,70%,Somewhat disagree,Somewhat disagree,Strongly disagree,I’m 50% more productive when working remotely (or more),0.5,7.0,7.0,2.0,0.0,7.0,7.0,2.0,2020
196,1966,Female,Health Care and Social Assistance,Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,40%,Rarely or never ,,,,,,Less than 10% of my time,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 20% less productive when working remotely,0.45,7.0,1.0,1.0,0.15,6.0,2.0,1.0,2020
197,1956,Female,Retail Trade,Sales ,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Regional,Rarely or never ,60%,60%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,20%,30%,Strongly disagree,Somewhat disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1.0,8.0,4.0,1.0,5.0,6.0,4.0,2.0,2020
198,1960,Female,Health Care and Social Assistance,Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional,80%,50% - About half of my time,100% - I spent all of my time remote working,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,60%,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 30% more productive when working remotely,0.2,8.0,0.5,0.0,0.0,8.0,0.0,1.0,2020
199,1958,Female,Education and Training,Professionals,Between 20 and 199,No,Single person,More than 5 years,Regional,Rarely or never ,I would not have preferred to work remotely ,30%,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Strongly disagree,Strongly disagree,Strongly disagree,I’m 20% more productive when working remotely,1.0,7.0,4.0,3.0,0.0,8.0,4.0,4.0,2020
200,1958,Female,Administrative and Support Services,Clerical and administrative ,I am the only employee,No,Couple with no dependent children,Between 1 and 5 years,Regional,60%,60%,60%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,60%,20%,Somewhat agree,Somewhat agree,Neither agree nor disagree,My productivity is about same when I work remotely,3.5,1.5,5.0,3.0,1.5,3.5,4.0,1.0,2020
201,1964,Female,Financial and Insurance Services,Clerical and administrative ,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Regional,Rarely or never ,I would not have preferred to work remotely ,70%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,70%,50% - About half of my time,Somewhat disagree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,0.5,7.5,0.0,0.0,0.25,7.5,0.0,0.0,2020
202,1960,Female,Health Care and Social Assistance,Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,40%,20%,20%,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,20%,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,1.0,1.0,2.0,2.0,3.0,3.0,8.0,10.0,2020
203,1972,Female,Arts and Recreation Services,Managers,Between 5 and 19,No,One  parent family with dependent children,Between 1 and 5 years,Regional,20%,50% - About half of my time,Less than 10% of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Strongly disagree,Strongly disagree,Strongly disagree,I’m 20% more productive when working remotely,1.0,6.0,0.5,0.5,0.0,5.0,2.0,0.5,2020
204,1988,Female,Education and Training,Professionals,More than 200,Yes,Other one family household,Between 1 and 5 years,Regional,Rarely or never ,50% - About half of my time,70%,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Strongly disagree,Somewhat disagree,Strongly disagree,My productivity is about same when I work remotely,1.0,7.0,3.0,0.0,0.5,7.0,1.0,0.0,2020
205,1977,Female,Arts and Recreation Services,Professionals,I am the only employee,No,Couple with dependent children,Between 1 and 5 years,Regional,40%,60%,70%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,60%,60%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,0.5,6.0,1.0,0.5,0.0,5.0,2.0,2.0,2020
206,1973,Female,Information Media and Telecommunications,Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Regional,70%,Less than 10% of my time,Less than 10% of my time,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,100% - All of my time,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),1.5,9.0,2.0,3.0,0.5,9.5,2.5,2.5,2020
207,1988,Female,Other Services,Clerical and administrative ,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Regional,30%,20%,40%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,40%,20%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,1.0,9.0,4.0,2.0,0.0,9.0,5.0,2.0,2020
208,1956,Male,"Agriculture, Forestry and Fishing",Managers,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Regional,30%,20%,20%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Less than 10% of my time,I would prefer not to work remotely ,Somewhat disagree,Neither agree nor disagree,Somewhat agree,I’m 50% less productive when working remotely (or less),1.5,7.0,6.0,1.0,0.5,7.0,6.0,2.0,2020
209,1957,Male,"Agriculture, Forestry and Fishing",Managers,Between 1 and 4,Yes,Single person,More than 5 years,Regional,Rarely or never ,I would not have preferred to work remotely ,80%,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,I’m 30% less productive when working remotely,1.0,8.0,0.5,0.5,0.0,5.5,2.5,2.0,2020
210,1958,Male,"Professional, Scientific and Technical Services",Professionals,Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2.0,8.0,5.0,0.0,0.0,8.0,10.0,0.0,2020
211,1975,Female,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,20%,90%,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,80%,50% - About half of my time,Somewhat agree,Strongly agree,Somewhat agree,My productivity is about same when I work remotely,2.0,7.0,2.0,2.0,0.5,8.0,3.0,2.0,2020
212,1993,Male,Financial and Insurance Services,Professionals,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,30%,80%,90%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,100% - All of my time,50% - About half of my time,Neither agree nor disagree,Somewhat disagree,Somewhat agree,I’m 50% more productive when working remotely (or more),2.0,6.0,1.0,1.0,0.0,8.0,2.0,1.0,2020
213,1986,Male,"Professional, Scientific and Technical Services",Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,10%,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,100% - All of my time,100% - All of my time,Somewhat agree,Strongly agree,Strongly agree,I’m 20% more productive when working remotely,2.0,8.0,8.0,6.0,0.0,10.0,10.0,4.0,2020
214,1997,Female,Education and Training,Clerical and administrative ,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro,Rarely or never ,50% - About half of my time,90%,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,100% - All of my time,80%,Strongly agree,Strongly agree,Somewhat agree,My productivity is about same when I work remotely,2.0,5.0,2.0,1.0,0.0,5.0,2.0,1.5,2020
215,1994,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Single person,Between 1 and 5 years,Metro,Rarely or never ,40%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,100% - All of my time,40%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,2.0,10.0,1.5,0.5,0.0,10.0,3.0,0.5,2020
216,1991,Female,Financial and Insurance Services,Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,20%,20%,20%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,20%,20%,Strongly agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.0,5.0,3.0,2.0,0.2,5.0,5.0,2.0,2020
217,1993,Male,"Professional, Scientific and Technical Services",Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,30%,50% - About half of my time,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,10%,20%,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,I’m 10% more productive when working remotely,1.0,8.0,4.0,2.0,0.0,7.0,6.0,3.0,2020
218,1981,Male,Public Administration and Safety,Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,20%,40%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,100% - All of my time,60%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 20% less productive when working remotely,2.0,7.0,3.5,2.5,0.5,7.0,3.5,4.0,2020
219,1987,Male,Accommodation and Food Services,Managers,More than 200,Yes,Single person,More than 5 years,Metro,Less than 10% of my time,50% - About half of my time,20%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Strongly disagree,Strongly disagree,Neither agree nor disagree,My productivity is about same when I work remotely,3.0,8.0,1.0,0.0,0.0,8.0,1.0,1.0,2020
